placeId;name;rating;review;category;description;city;address;postalCode;imageUrl;url;latitude;longitude;phone;openingHours/0/day;openingHours/0/hours;openingHours/1/day;openingHours/1/hours;openingHours/2/day;openingHours/2/hours;openingHours/3/day;openingHours/3/hours;openingHours/4/day;openingHours/4/hours;openingHours/5/day;openingHours/5/hours;openingHours/6/day;openingHours/6/hours
64;Lapangan Rampal;4,7;8268;Wisata Rekreasi;Lapangan terbuka yang terletak di Jl. Urip Sumoharjo, Kota Malang, Jawa Timur. Lapangan ini sering digunakan untuk berbagai kegiatan kemasyarakatan seperti pesta rakyat, penyuluhan, sosialisasi, lomba/kompetisi, dan olahraga;Kota Malang;Jl. Panglima Sudirman No.64, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65153, Indonesia;65153;https://lh5.googleusercontent.com/p/AF1QipNtdlflWV74kTsDo2OD6XE3uwjo5Wq2zOV3GxZv=w425-h240-k-no;https://www.google.com/maps/search/?api=1&query=Lapangan%20Rampal&query_place_id=ChIJb2P6J4cp1i0RKOlBijtKgMQ;-7,973734;112,6403979;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
65;Wisata Petik Jeruk Dau;4,7;156;Wisata Edukasi;Agrowisata yang menawarkan pengalaman memetik jeruk langsung dari pohonnya, sehingga pengunjung dapat merasakan sensasi berkebun dan menikmati jeruk segar;Kabupaten Malang;3G6Q+GQ7, Selorejo, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipMl4YpyYG7YBJ6zTLIwVP9EC73xw7NNAN66nTKG=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20Petik%20Jeruk%20Dau&query_place_id=ChIJqbXgGZCDeC4R2g1e5pvbBic;-7,938718;112,5394091;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
66;Taman Air NAHELOP;4,5;12;Wisata Rekreasi;Taman air yang terletak di Kota Malang, Jawa Timur. Taman ini menawarkan berbagai fasilitas rekreasi dan hiburan untuk wisatawan dan masyarakat lokal.;Kota Malang;2J6V+23G, Jl. Permadi, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur 65121, Indonesia;65121;https://lh5.googleusercontent.com/p/AF1QipOr5qHT8PdPJMA_Xl0hIVeZouFDqJY2qpAhSRT7=w408-h725-k-no;https://www.google.com/maps/search/?api=1&query=Taman%20Air%20NAHELOP&query_place_id=ChIJgc19pGYp1i0RdwpnmI2xNZI;-7,98993;112,6426932;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
67;Puncak BTU;4,5;6;Wisata Rekreasi;Menikmati pemandangan dari atas bukit, udaranya segar, cocok untuk berolahraga;Kota Malang;2M5C+8H, Madyopuro, Kedungkandang, Kota Malang, East Java, Indonesia;;https://lh5.googleusercontent.com/p/AF1QipNdZ2hywh8IRcBoAu_IbaP_z7uchh4khtbqyH_f=w533-h240-k-no;https://www.google.com/maps/search/?api=1&query=Puncak%20BTU&query_place_id=ChIJHyRmOGQp1i0Rvo8bar0PQEQ;-7,9916599;112,671489;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
68;Tangga Seribu;5,0;12;Wisata Rekreasi;Kampung yang tertata rapih, banyak spot foto yang bagus, memiliki tempat parkir yang luas;Kota Malang;Jl. Widodaren No.20, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;65119;https://lh5.googleusercontent.com/p/AF1QipPr1-Ij0JYKdWzFexDWcHy-yVQ3ZUu4sO6ip1Xr=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Tangga%20Seribu&query_place_id=ChIJUesp1qEp1i0RwkbxJmhXRvU;-7,9790196;112,6277067;;Monday;7 AM to 6:30 PM;Tuesday;7 AM to 6:30 PM;Wednesday;7 AM to 6:30 PM;Thursday;7 AM to 6:30 PM;Friday;7 AM to 6:30 PM;Saturday;7 AM to 6 PM;Sunday;7 AM to 6:30 PM
69;Taman Dempo;4,6;382;Wisata Rekreasi;Taman ini dikenal dengan suasana yang tenang dan indah, serta berbagai fasilitas yang menarik untuk dikunjungi;Kota Malang;2JJC+95P, Jl. Dempo, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;65119;https://lh5.googleusercontent.com/p/AF1QipOmv5ooFS8olhnPFINXiRzidFkRTrq_gayEJDBe=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Taman%20Dempo&query_place_id=ChIJc5CL2iko1i0RJcrZUeWz2oE;-7,96904;112,6204436;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
70;City Garden;4,6;346;Taman Kota;Taman kota kecil yang rindang, sejuk, dan tersedia tempat untuk duduk duduk bersantai;Kota Malang;Jl. Bandung No.8-16, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia;65113;https://lh5.googleusercontent.com/p/AF1QipPAobRr3QlU-TWSNWfQyBL8cGoBJvnQ3Z98Ms1p=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=City%20Garden&query_place_id=ChIJG0GaSiso1i0RB_s02rnEl40;-7,9619865;112,6243744;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
71;Pojok Dolanan;4,0;2;Wisata Rekreasi;Tempat yang dirancang untuk mengenalkan permainan tradisional kepada anak-anak. Program ini didirikan oleh lima mahasiswa Universitas Brawijaya (UB) yang ingin melestarikan budaya lokal melalui permainan tradisional seperti egrang, engklek, dan dakon;Kota Malang;2JCH+95H, Kauman, Klojen, Kota Malang, East Java 65119, Indonesia;65119;https://lh5.googleusercontent.com/p/AF1QipPPmPZ-J3Jqqcz2yUcAGE9AXP16Pv2JgxbGCqI0=w408-h544-k-no;https://www.google.com/maps/search/?api=1&query=Pojok%20Dolanan&query_place_id=ChIJeSTqAQQp1i0RElU53Z98XNw;-7,9790588;112,6279964;;;;;;;;;;;;;;;
72;Galeri Lempung Agung - Kampung Gerabah;5,0;3;Wisata Budaya;Festival edukasi yang bertujuan untuk melestarikan tradisi pembuatan gerabah kepada generasi muda. Festival ini diadakan setiap tahun dan melibatkan berbagai prosesi tradisional, termasuk arak-arakan, tarian, dan penerimaan tanah liat dari warga setempat;Kota Malang;Jl. Mayjend Panjaitan Gg.18C No.208A, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia;65113;https://lh5.googleusercontent.com/p/AF1QipOMzUoFAsZzHuR21HZ0dqoZtlboCgZ-i6FtzUVI=w408-h305-k-no;https://www.google.com/maps/search/?api=1&query=Galeri%20Lempung%20Agung%20-%20Kampung%20Gerabah&query_place_id=ChIJPwYt_VuDeC4RG11gK_HbJv4;-7,951548;112,618357;+62 878-6595-1301;Monday;9 AM to 9 PM;Tuesday;9 AM to 9 PM;Wednesday;9 AM to 9 PM;Thursday;Closed;Friday;Closed;Saturday;Open 24 hours;Sunday;Open 24 hours
73;Malang Train Station;4,5;80;Wisata Rekreasi;Stasiun ini memiliki sejarah panjang dan merupakan bagian dari proyek pembangunan jalur kereta api pertama di Jawa Timur yang bertujuan untuk mengangkut hasil bumi dan produk perkebunan.;Kota Malang;Jl. Sriwijaya No.3, RW.3, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;65119;https://lh5.googleusercontent.com/p/AF1QipNCzIkAtf5oigV38YJynfDXabJpJp3L2OAg3C7n=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Malang%20Train%20Station&query_place_id=ChIJ6epExiIp1i0RGsbIunRiyrU;-7,9772066;112,6374352;;;;;;;;;;;;;;;
74;Wisata kali djaeng;5,0;9;Wisata Alam;Memiliki spot foto cantik, menyegarkan dengan tempat wisata air;Kabupaten Malang;3JQQ+Q8J, Losawi, Tanjungtirto, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Indonesia;65153;https://lh5.googleusercontent.com/p/AF1QipPzs0fm26Be7hcQ27qYtoBX1NxO4ZMpmE_R2aas=w537-h240-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20kali%20djaeng&query_place_id=ChIJQWV8sTUr1i0RGFLpSUg45AI;-7,9105493;112,6382561;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
75;Wisata sumber suceng;4,4;20;Wisata Alam;Mata air alami yang dikenal dengan airnya yang jernih dan sejuk, serta suasana alam yang tenang dan menyegarkan;Kabupaten Malang;4J3P+57M, Jl. Kramat, Langlang III, Langlang, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Indonesia;65153;https://lh5.googleusercontent.com/p/AF1QipNk9YZHIhZ91H6XHCQ60bnR07wa3ZugLUZAAPG5=w408-h725-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20sumber%20suceng&query_place_id=ChIJNzNK0mEr1i0RqnsURtPhvPI;-7,8970259;112,6356759;+62 855-5902-4744;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
76;Kebun Murbei;5,0;24;Wisata Alam;Kebun yang dikenal sebagai tempat yang ideal untuk menikmati buah murbei segar dan berbagai produk turunannya. Kebun ini menawarkan berbagai jenis murbei, termasuk murbei segar, murbei kering, dan teh daun murbei;Kota Malang;Jl. Teluk Cendrawasih, Arjosari, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia;65126;https://lh5.googleusercontent.com/p/AF1QipOiS7-w-rWDypMD9P3Ee3wEcSxRBGbUIS8BZaU2=w408-h466-k-no;https://www.google.com/maps/search/?api=1&query=Kebun%20Murbei&query_place_id=ChIJFTBDs7Ip1i0RDUGs9K1CR0I;-7,9306506;112,6608826;+62 812-5264-9497;Monday;8 to 10 AM;Tuesday;8 to 10 AM;Wednesday;8 AM to 12 PM;Thursday;8 to 10 AM;Friday;8 to 10 AM;Saturday;8 to 10 AM;Sunday;7 AM to 5 PM
77;Wonosari Go Green Malang;4,5;13;Wisata Edukasi;Kampung ini dikenal dengan inisiatif hijau dan gotong royong yang dilakukan oleh warga setempat untuk menciptakan lingkungan yang sejuk dan asri;Kota Malang;3J2V+2CJ, Jl. Karya Tim. Wonosari, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia;65122;https://lh5.googleusercontent.com/p/AF1QipPsQp6id6hNG7QbIpNpratJBxOtqmKuP_jVKTQc=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Wonosari%20Go%20Green%20Malang&query_place_id=ChIJCVAHNKcp1i0RJ-l9ihtEJ-M;-7,9499249;112,6435163;;Monday;7 AM to 4 PM;Tuesday;7 AM to 4 PM;Wednesday;7 AM to 4 PM;Thursday;7 AM to 4 PM;Friday;7 AM to 4 PM;Saturday;7 AM to 4 PM;Sunday;7 AM to 4 PM
78;Eco Green Park;4,6;27446;Wisata Edukasi;Taman ekowisata yang populer di Batu, Jawa Timur, dekat dengan Malang. Ini adalah bagian dari Jatim Park Group dan menawarkan berbagai atraksi edukatif dan rekreasi.;Kota Batu;Jl. Raya Oro-Oro Ombo No.9A, Sisir, Kec. Batu, Kota Batu, Jawa Timur 65314, Indonesia;65314;https://lh5.googleusercontent.com/p/AF1QipNyH7FlQ0YkQMQqUq5ooO4Q24UraF8BSKd7S0ss=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Eco%20Green%20Park&query_place_id=ChIJ9-T1f2GBeC4RYTiHVJbvwGM;-7,8877752;112,5266102;+62 341 512525;Monday;9 AM to 5 PM;Tuesday;9 AM to 5 PM;Wednesday;9 AM to 5 PM;Thursday;9 AM to 5 PM;Friday;9 AM to 5 PM;Saturday;9 AM to 5 PM;Sunday;9 AM to 5 PM
79;Kawasan Wisata Terpadu (KAWITE);5,0;2;Wisata Rekreasi;Salah satu ikon desa yang menarik bagi wisatawan. Desa Mulyoagung terletak di kawasan lereng Gunung Panderman dan dikenal dengan suasana yang sejuk dan alami;Kabupaten Malang;Jl. Raya Dermo No.174, Jetak Lor, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipMFQ4SKxrPewP1pdGqXgSXBhl-ls1vmaL3wn6DX=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Kawasan%20Wisata%20Terpadu%20(KAWITE)&query_place_id=ChIJCd1ASe6BeC4R54MXbKazFjA;-7,923361;112,5826593;;Monday;7 AM to 5 AM;Tuesday;7 AM to 5 AM;Wednesday;7 AM to 5 AM;Thursday;7 AM to 5 AM;Friday;7 AM to 5 AM;Saturday;7 AM to 5 AM;Sunday;7 AM to 5 AM
80;Jembatan sendang Widodaren Wendit;4,7;3;Wisata Rekreasi;Situs keramat yang dikenal dengan airnya yang dianggap suci dan memiliki nilai spiritual yang tinggi;Kabupaten Malang;Jl. Raya Wendit Timur rt03rw05, Krajan, Mangliawan, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia;65154;https://lh5.googleusercontent.com/p/AF1QipOOEdkdOavmhl1nLDov1QTMN2ZGbezHxq5PbOA5=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Jembatan%20sendang%20Widodaren%20Wendit&query_place_id=ChIJq4SKjPwp1i0RxrbE21n_9Fo;-7,95411;112,6732733;;Monday;9 AM to 5 PM;Tuesday;9 AM to 5 PM;Wednesday;9 AM to 5 PM;Thursday;9 AM to 5 PM;Friday;Closed;Saturday;9 AM to 5 PM;Sunday;9 AM to 5 PM
81;Kampung Kelir;4,5;51;Wisata Rekreasi;Kampung ini dikenal dengan keindahan warna-warni yang menciptakan pemandangan yang sangat menarik dan memikat;Kota Malang;2J5R+GG4, Gg. V, Kotalama, Kec. Kedungkandang, Kota Malang, Jawa Timur 65136, Indonesia;65136;https://lh5.googleusercontent.com/p/AF1QipMX4YpWqpLzDIZNBcurcCxTiQJhZRgD-cuI2i0G=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Kampung%20Kelir&query_place_id=ChIJB3Ro2rEp1i0R0r8W9s2P47E;-7,9912389;112,6413326;;;;;;;;;;;;;;;
82;Pemandian Belakang Wendit Wakaf;4,4;744;Wisata Rekreasi;Pemandian ini dikenal dengan airnya yang jernih dan sejuk, serta suasana yang tenang dan menyegarkan;Kabupaten Malang;2MVF+VM3, Jl. Simpang Anggodo, Dusun Lowoksuruh, Mangliawan, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia;65154;https://lh5.googleusercontent.com/p/AF1QipN2EqweTuPHJ344gpUyjIsty4_fy4dHB5Nr4-i-=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Pemandian%20Belakang%20Wendit%20Wakaf&query_place_id=ChIJU1G8wgMp1i0Rb_fOzEsVUcE;-7,9553541;112,6741869;;;;;;;;;;;;;;;
83;Wisata Desa Sawah Sekaran;3,5;4;Wisata Budaya;Desa ini dikenal dengan lahan persawahan yang luas dan indah, serta suasana pedesaan yang tenang dan menyegarkan.;Kabupaten Malang;2MGJ+37X, Penjaraan, Sekarpuro, Kec. Pakis, Kabupaten Malang, Jawa Timur, Indonesia;;https://lh5.googleusercontent.com/p/AF1QipM-DUnFNDojtEYF8feKbOMK8vgcrpCy1gfc1OSO=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20Desa%20Sawah%20Sekaran&query_place_id=ChIJL8Tk7EYp1i0R9gq9THv1_a4;-7,9747617;112,680738;;Monday;8 AM to 6 PM;Tuesday;8 AM to 6 PM;Wednesday;8 AM to 6 PM;Thursday;8 AM to 6 PM;Friday;8 AM to 6 PM;Saturday;8 AM to 6 PM;Sunday;8 AM to 6 PM
84;Talang Jabon mangliawan;4,7;9;Wisata Rekreasi;Kampung tematik yang diciptakan oleh warga setempat untuk mengubah sungai yang awalnya rusuh dan berantakan menjadi sebuah destinasi wisata yang indah dan sehat;Kota Malang;2MR7+G5X, Pandanwangi, Blimbing, Kota Malang, East Java 65154, Indonesia;65154;https://lh5.googleusercontent.com/p/AF1QipOHYot7f5fPDhSF-6ho5X9iDXCLyLH0KVt6iIZ6=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Talang%20Jabon%20mangliawan&query_place_id=ChIJvf7KI00p1i0RoHxp-272kVA;-7,9586282;112,6629995;;Monday;4 AM to 7 PM;Tuesday;4 AM to 7 PM;Wednesday;4 AM to 7 PM;Thursday;4 AM to 7 PM;Friday;Closed;Saturday;4 AM to 7 PM;Sunday;4 AM to 7 PM
85;Offroad Batu;4,9;15;Wisata Rekreasi;Menawarkan pengalaman petualangan offroad yang seru dan menantang;Kota Malang;Jl. Ciliwung I No.76, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia;65126;https://lh5.googleusercontent.com/p/AF1QipO0ZpVEAnZh605W3BuiziIMPHs_46S1svO-mTrt=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Offroad%20Batu&query_place_id=ChIJF8men_Mp1i0RZaqYvDBH7Rg;-7,9520011;112,6435921;+62 852-5873-5845;Monday;8 AM to 4 PM;Tuesday;8 AM to 4 PM;Wednesday;8 AM to 4 PM;Thursday;8 AM to 4 PM;Friday;8 AM to 4 PM;Saturday;8 AM to 4 PM;Sunday;8 AM to 4 PM
86;Pondok Wisata Latar Ombo;4,5;259;Wisata Rekreasi;Menawarkan pemandangan alam yang asri dan kafe terbuka untuk bersantai, destinasi yang sempurna untuk refreshing dan menikmati keindahan alam;Kabupaten Malang;Jl. Raya Krobyean Bar., Jurang Dowo, Jedong, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158, Indonesia;65158;https://lh5.googleusercontent.com/p/AF1QipOX5D-29SYLWpFK-2BOyO_akSHbIkPbCDvYv6g_=w408-h272-k-no;https://www.google.com/maps/search/?api=1&query=Pondok%20Wisata%20Latar%20Ombo&query_place_id=ChIJswU4fG2DeC4RPFUjrB4xZNI;-7,9780562;112,5617927;+62 812-4216-2076;Monday;Closed;Tuesday;11 AM to 7 PM;Wednesday;11 AM to 7 PM;Thursday;11 AM to 7 PM;Friday;11 AM to 7 PM;Saturday;11 AM to 7 PM;Sunday;11 AM to 7 PM
87;Sumber Kletak;4,2;66;Wisata Rekreasi;Sumber ini dikenal dengan airnya yang jernih dan sejuk, serta pemandangan alam yang menenangkan.;Kabupaten Malang;2PCC+P8M, Sumber, Kletak, Pakiskembar, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia;65154;https://lh5.googleusercontent.com/p/AF1QipOHYIphItdSHIr0gaqeRcuJILS22nrDycs31UXm=w480-h240-k-no;https://www.google.com/maps/search/?api=1&query=Sumber%20Kletak&query_place_id=ChIJtzBCSGcv1i0R4UKaKYVQOag;-7,9781609;112,7207988;;Monday;8 AM to 5 PM;Tuesday;8 AM to 5 PM;Wednesday;8 AM to 5 PM;Thursday;8 AM to 5 PM;Friday;Closed;Saturday;8 AM to 5 PM;Sunday;8 AM to 5 PM
88;Wisata Petik Jambu Merah dan Sayur, Jetak - Dau;3,5;2;Wisata Edukasi;Destinasi agrowisata yang menawarkan pengalaman menarik untuk pengunjung. Di sini, Anda dapat memetik sendiri jambu merah dan berbagai jenis sayur hidroponik secara langsung dari pohon;Kabupaten Malang;Jetak Ngasri, Mulyoagung, Dau, Kabupaten Malang, East Java 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipON3c_B2HcrEVkFbiLC2-8Z-8PwuZV3dAwHBFc=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20Petik%20Jambu%20Merah%20dan%20Sayur%2C%20Jetak%20-%20Dau&query_place_id=ChIJUb30-DGBeC4R3dapiDuWOHA;-7,9185011;112,5822077;;;;;;;;;;;;;;;
89;Wisata Petik Jeruk Desa Selorejo;4,6;65;Wisata Edukasi;Agrowisata yang menawarkan pengalaman menarik bagi pengunjung yang ingin memetik jeruk sendiri dari pohon-pohonnya.;Kabupaten Malang;3G5M+XPQ, Selorejo, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipN2rC6MDDuWlesAzCXww3FvNLcRlCe8cGtRLRkH=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20Petik%20Jeruk%20Desa%20Selorejo&query_place_id=ChIJo0qZfBWDeC4RnMnwzE1dDek;-7,9400468;112,5343735;+62 857-3272-5590;;;;;;;;;;;;;;
90;Wisata Petik Jeruk Pak Kaseri;5,0;6;Wisata Edukasi;Pengunjung dapat memetik jeruk sendiri dari pohon-pohonnya dan menikmati suasana pedesaan yang sejuk dan asri.;Kabupaten Malang;Jl. Raya Sempu, Sempu, Gadingkulon, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipM7u7qV0Cx61zX031hnAxBcFjLyhiIc1RbbIpOQ=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Wisata%20Petik%20Jeruk%20Pak%20Kaseri&query_place_id=ChIJ6fQnuyaDeC4RzDYx5iKe-5o;-7,9294844;112,566616;+62 822-3239-0396;Monday;8 AM to 5 PM;Tuesday;8 AM to 5 PM;Wednesday;8 AM to 5 PM;Thursday;8 AM to 5 PM;Friday;8 AM to 5 PM;Saturday;8 AM to 5 PM;Sunday;8 AM to 5 PM
91;Amphitheather outdoor kelas dunia;5,0;3;Wisata Budaya;Pusat industri kreatif, seni budaya, dan pariwisata;Kabupaten Malang;3H26+6XP, Karang Ampel, Petungsewu, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia;65151;https://lh5.googleusercontent.com/p/AF1QipOBqd0ii_V_ME5fKJS5rds_dxDXCD9EJYRn1d29=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Amphitheather%20outdoor%20kelas%20dunia&query_place_id=ChIJre5FxdmDeC4Roy0auzfvE-0;-7,9494085;112,5624566;+62 821-4315-0050;;;;;;;;;;;;;;
92;Kampung rolak indah;4,2;5;Wisata Rekreasi;Kampung ini dikenal dengan pengelolaan sungai Amprong yang telah diubah menjadi destinasi wisata yang indah dan sehat;Kota Malang;Jl. Ki Ageng Gribig No.499, Kedungkandang, Kec. Kedungkandang, Kota Malang, Jawa Timur 65137, Indonesia;65137;https://lh5.googleusercontent.com/p/AF1QipNbi-hKm39ukEhRjZTfsUhv5m_sWmf6-bhXE0v8=w408-h267-k-no;https://www.google.com/maps/search/?api=1&query=Kampung%20rolak%20indah&query_place_id=ChIJ2WGgOwwp1i0RrF7JIlqvgQs;-7,9880635;112,6529325;+62 819-9950-7456;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
93;Kebun Botol;5,0;53;Wisata Edukasi;Proyek urban farming yang memanfaatkan lahan terlantar seluas 3.000 meter persegi untuk menanam berbagai sayuran menggunakan sistem hidroponik dan guyur ponik;Kota Malang;Gg. 8A No.31, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia;65144;https://lh5.googleusercontent.com/p/AF1QipOtWJDMk5GYMyFJ1Xv7EJPG7QDRXh0BlIlScAw=w408-h725-k-no;https://www.google.com/maps/search/?api=1&query=Kebun%20Botol&query_place_id=ChIJ1-QzpfmDeC4Rqq4ieinyS78;-7,9272369;112,6034267;+62 852-3694-4780;;;;;;;;;;;;;;
94;Pandanwangi Park;4,0;400;Taman Kota;Taman publik yang sering dimanfaatkan oleh warga untuk berbagai kegiatan seperti olahraga, refreshing, dan bersantai2.;Kota Malang;Jl. Laksda Adi Sucipto, Blimbing, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia;;https://lh5.googleusercontent.com/p/AF1QipNleZH1oGi5N4Hi-63ANybuMi_odclPQ7zOgbQM=w408-h306-k-no;https://www.google.com/maps/search/?api=1&query=Pandanwangi%20Park&query_place_id=ChIJE7bihqgp1i0RI2hi_tzQ04E;-7,9499388;112,6642176;;Monday;Open 24 hours;Tuesday;Open 24 hours;Wednesday;Open 24 hours;Thursday;Open 24 hours;Friday;Open 24 hours;Saturday;Open 24 hours;Sunday;Open 24 hours
95;Soobakso Rampal;3,9;8;Wisata Rekreasi;Pedagang bakso terkenal di Kota Malang, Jawa Timur. Mereka dikenal dengan baksonya yang lezat dan beragam, termasuk bakso sapi, bakso ikan, dan bakso ayam. Soobakso Rampal terletak di sebelah Lapangan Rampal;Kota Malang;Soobakso Rampal, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65111, Indonesia;65111;https://lh5.googleusercontent.com/p/AF1QipPyQjr7UFLyo3QmU_3FPxAmjpM2WfwT5bKy6AEW=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Soobakso%20Rampal&query_place_id=ChIJbWFzlWEp1i0RjJVtfKr6TX4;-7,9733957;112,6417193;+62 823-3085-3978;Monday;7:30 AM to 5 PM;Tuesday;7:30 AM to 5 PM;Wednesday;7:30 AM to 5 PM;Thursday;7:30 AM to 5 PM;Friday;7:30 AM to 5 PM;Saturday;7:30 AM to 5 PM;Sunday;7:30 AM to 5 PM
96;Museum Mpu Purwa;4,6;683;Museum;Museum ini mengoleksi benda-benda purbakala dari berbagai kerajaan di Jawa, seperti Kerajaan Kanjuruhan, Mataram Kuno, Kediri, Singosari, dan Majapahit;Kota Malang;Perumahan Griya Santa, Jl. Soekarno - Hatta No.210 Blok B, Mojolangu, Lowokwaru, Kota Malang, East Java 65141, Indonesia;65141;https://lh5.googleusercontent.com/p/AF1QipNEC_WAZljFujpLU8vJ_K9Kvh44nRDnV9tqyaBZ=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Museum%20Mpu%20Purwa&query_place_id=ChIJla-K1d8p1i0REM_An7XviuQ;-7,9403907;112,6208237;;Monday;Closed;Tuesday;8:30 AM to 3 PM;Wednesday;8:30 AM to 3 PM;Thursday;8:30 AM to 3 PM;Friday;8:30 AM to 2 PM;Saturday;8:30 AM to 3 PM;Sunday;8:30 AM to 3 PM
97;Kolam Renang Tirta G'dangan;4,0;3;Wisata Rekreasi;Kolam ini dibangun sekitar tahun 2022 dan masih dalam tahap pembangunan. Saat ini, kawasan wisata ini menjadi salah satu destinasi wisata baru yang menarik bagi masyarakat sekitar;Kabupaten Malang;XHVF+3QG, Jamuran, Sukodadi, Kec. Wagir, Kabupaten Malang, Jawa Timur 65158, Indonesia;65158;https://lh5.googleusercontent.com/p/AF1QipNV93Oxdh-mWYooXq-YiqdyG63uEvAygT-QTiUM=w426-h240-k-no;https://www.google.com/maps/search/?api=1&query=Kolam%20Renang%20Tirta%20G'dangan&query_place_id=ChIJ4w7JWwCdeC4R3vU_G4Wpkuc;-8,0073229;112,5744655;;;;;;;;;;;;;;;
